,portfolio_return,portfolio_value,regime
1980-12-31,0.005723799120820102,1.506955103419123,4
1981-01-31,0.0014543859744511932,1.5091467977856634,4
1981-02-28,0.013396775716816224,1.5293644989593496,4
1981-03-31,0.03997194502817891,1.5904961726398008,4
1981-04-30,0.00986889893242441,1.606192618619991,4
1981-05-31,-0.0001452866473964395,1.6059592602793589,2
1981-06-30,0.013439522766650013,1.6275425863201956,2
1981-07-31,0.016849939314854703,1.6549665801320326,2
1981-08-31,-0.017162069622777883,1.626563928460436,2
1981-09-30,-0.029228825954960163,1.5790213744908497,2
1981-10-31,0.03679509093553774,1.6371216095543981,4
1981-11-30,0.013682374586442073,1.6595213206598802,4
1981-12-31,-0.008226687921206677,1.6458689566562226,4
1982-01-31,-0.0001322444629918507,1.6456512995998946,4
1982-02-28,-0.01138973401696119,1.6269077690127853,4
1982-03-31,0.005598384718479912,1.6360158246052028,4
1982-04-30,0.0321381187354411,1.6885942954294253,4
1982-05-31,-0.016048360686490393,1.6614951251232237,4
1982-06-30,0.0030698395647038583,1.6665956485948898,4
1982-07-31,-0.0008513310026301204,1.6651768240503926,4
1982-08-31,0.06020125576673336,1.765422559931887,4
1982-09-30,0.016781285534861242,1.7950486199997895,4
1982-10-31,0.06083446803392237,1.9042494478925032,4
1982-11-30,0.035304661377274595,1.97147832982821,4
1982-12-31,-0.0019181730792765393,1.9676966931695563,4
1983-01-31,0.006797891940314773,1.981072882661038,4
1983-02-28,-0.0023825186196205395,1.9763529396312727,3
1983-03-31,0.016726830745883964,2.009411060746615,3
1983-04-30,0.0137382524941028,2.0370168572635947,3
1983-05-31,0.011260000000000001,2.0599536670763827,1
1983-06-30,0.029400000000000006,2.1205163048884286,1
1983-07-31,-0.03696000000000001,2.0421420222597524,1
1983-08-31,0.015340000000000006,2.0734684808812167,1
1983-09-30,0.009539999999999996,2.0932493701888237,1
1983-10-31,-0.039240000000000004,2.011110264902614,1
1983-11-30,0.0335,2.078482458776852,1
1983-12-31,-0.0025393612959676705,2.0732044408666863,2
1984-01-31,0.015398315762154495,2.1051282974866523,2
1984-02-29,-0.007344299471629273,2.0896676048437093,2
1984-03-31,0.004428669956777529,2.098922052984932,2
1984-04-30,0.0069240636176544435,2.1134551228082974,2
1984-05-31,-0.010631129496182357,2.0909867077133524,2
1984-06-30,0.007973556680073964,2.1076593087445863,2
1984-07-31,-0.016531244362970685,2.0728170776778394,2
1984-08-31,0.04803645441291453,2.1723878607360216,2
1984-09-30,0.012305991522626677,2.199121247334096,2
1984-10-31,-0.0015678173806934381,2.1956734268202736,2
1984-11-30,0.00294923174726996,2.202148976597289,2
1984-12-31,0.007891902916605185,2.219528122528496,2
1985-01-31,0.08672000000000002,2.4120056013141675,1
1985-02-28,0.01682,2.452575535528272,1
1985-03-31,-0.004719999999999999,2.4409993790005786,1
1985-04-30,0.003019999999999998,2.4483711971251605,1
1985-05-31,0.043899999999999995,2.555854692678955,1
1985-06-30,0.014179999999999998,2.592096712221143,1
1985-07-31,0.002660000000000002,2.5989916894756515,1
1985-08-31,-0.00404,2.5884917630501696,1
1985-09-30,-0.03778,2.490698544242134,1
1985-10-31,0.04518,2.603228304470994,1
1985-11-30,0.06494,2.77228195056334,1
1985-12-31,0.04134,2.8868880863996282,1
1986-01-31,-0.010540000000000008,2.8564602859689763,1
1986-02-28,0.0632,3.0369885760422153,1
1986-03-31,0.03314,3.137634377452254,1
1986-04-30,0.002440000000000003,3.1452902053332377,1
1986-05-31,0.04292,3.2802860609461404,1
1986-06-30,0.0013799999999999975,3.284812855710246,1
1986-07-31,-0.05944000000000001,3.089563579566829,1
1986-08-31,0.08958,3.366326685024425,1
1986-09-30,-0.068,3.137416470442764,1
1986-10-31,0.0323,3.238755022438065,1
1986-11-30,0.023920000000000004,3.316226042574783,1
1986-12-31,-0.02388,3.237034564678097,1
1987-01-31,0.12116000000000002,3.6292336725344954,1
1987-02-28,0.03308,3.7492887224219364,1
1987-03-31,0.03428000000000001,3.8778143398265605,1
1987-04-30,-0.008991605755414472,3.8429465620901473,2
1987-05-31,0.007169218319695218,3.8704974849846936,2
1987-06-30,0.024871516227648514,3.966762625991563,2
1987-07-31,0.01301360440304955,4.0183845055670195,2
1987-08-31,0.01719355108358591,4.087474804836976,2
1987-09-30,-0.010709467969235277,4.043700124339518,2
1987-10-31,-0.06260118671612842,3.7905596978317075,2
1987-11-30,-0.03326754889590278,3.6644570677412527,2
1987-12-31,0.02249748735738436,3.7468981442944393,2
1988-01-31,0.03145095845749617,3.8647416821751137,2
1988-02-29,0.01257016687901098,3.9133221300643246,2
1988-03-31,-0.0016774892349082893,3.9067575743184135,2
1988-04-30,0.007683422774304275,3.9367748444386175,2
1988-05-31,0.0065919468265266176,3.962725854881164,2
1988-06-30,0.006336556853682261,3.9878358925561748,2
1988-07-31,0.008566047121814828,4.021995882725875,2
1988-08-31,-0.0024526490624813303,4.012131338294804,2
1988-09-30,0.00971995200149039,4.051129062326704,2
1988-10-31,0.01810183496037331,4.124461932016113,2
1988-11-30,-0.0015212141782094922,4.118187742047645,2
1988-12-31,0.009615832387410194,4.157787545115063,2
1989-01-31,0.023043488315447447,4.253597473829036,2
1989-02-28,-0.005146304331180536,4.231707166726371,2
1989-03-31,0.01642207953382696,4.301200598382217,2
1989-04-30,0.018357842433435675,4.3801613612419175,2
1989-05-31,0.018499097105677265,4.461190391602067,2
1989-06-30,0.003452778300869081,4.476593892982237,2
1989-07-31,0.032899695977244424,4.623872471074942,2
1989-08-31,0.0040416920194918885,4.642560739540434,2
1989-09-30,0.0027981315262399207,4.655551235108226,2
1989-10-31,-0.011478460498094704,4.60211267415918,4
1989-11-30,0.012695759304921988,4.660539988964436,4
1989-12-31,0.008301875528420533,4.699231211848045,4
1990-01-31,-0.039625792756696095,4.513020449731557,4
1990-02-28,0.005062735322356127,4.535868677772928,2
1990-03-31,0.005487359880521089,4.560758621578652,2
1990-04-30,-0.004207301946755483,4.541570132951403,4
1990-05-31,0.05569977948473005,4.794534587871232,4
1990-06-30,0.011698599497611486,4.850623927792184,4
1990-07-31,-0.0029075135859588574,4.836520672821751,4
1990-08-31,-0.046815968347915196,4.61009427408889,4
1990-09-30,-0.029872063135634386,4.4723812468720805,4
1990-10-31,0.0029140593677205533,4.485414031340546,4
1990-11-30,0.04542369357307743,4.68915810384854,4
1990-12-31,0.01825506062369183,4.774758969308371,4
1991-01-31,0.030500916600289925,4.920393494417731,4
1991-02-28,0.04678060514948224,5.150572479660169,4
1991-03-31,0.030188986728033954,5.306063043890407,4
1991-04-30,0.0011217877328109857,5.312015320322565,4
1991-05-31,0.028580535649723852,5.463835563556923,4
1991-06-30,-0.02298594691213584,5.338244129356364,4
1991-07-31,0.03255827603080904,5.512048155239794,4
1991-08-31,-0.0027651237591181923,5.496806659924337,3
1991-09-30,-0.011661145230285228,5.432707599160159,3
1991-10-31,0.007582905522740714,5.473903307617267,3
1991-11-30,-0.013982202613193247,5.397366082485133,3
1991-12-31,0.009354033325910274,5.447853224692837,3
1992-01-31,0.020041691846338756,5.557037420246214,3
1992-02-29,0.014499999999999999,5.6376144628397835,1
1992-03-31,-0.02308,5.507498321037441,1
1992-04-30,0.03742000000000001,5.713588908210662,1
1992-05-31,0.0050999999999999995,5.742728211642537,1
1992-06-30,-0.013940000000000004,5.66267458037224,1
1992-07-31,0.03796,5.8776297074431705,1
1992-08-31,-0.0182,5.770656846767705,1
1992-09-30,0.02142,5.894264316425469,1
1992-10-31,0.002119999999999996,5.90676015677629,1
1992-11-30,0.03802,6.131335177936924,1
1992-12-31,0.028659999999999998,6.307059244136595,1
1993-01-31,0.028200000000000003,6.484918314821247,1
1993-02-28,0.027240000000000004,6.661567489716977,1
1993-03-31,0.033240000000000006,6.882997993075169,1
1993-04-30,-0.0192,6.750844431608126,1
1993-05-31,0.03586,6.992929712925593,1
1993-06-30,0.014759999999999995,7.096145355488375,1
1993-07-31,0.0027799999999999986,7.115872639576632,1
1993-08-31,0.04626,7.445052907883447,1
1993-09-30,0.005419999999999999,7.485405094644175,1
1993-10-31,0.0012600000000000024,7.4948367050634275,1
1993-11-30,-0.02946,7.274038815732259,1
1993-12-31,0.01904,7.412536514783801,1
1994-01-31,0.03984000000000001,7.707851969532788,1
1994-02-28,-0.022760000000000002,7.532421258706222,1
1994-03-31,-0.037320000000000006,7.251311297331306,1
1994-04-30,0.0108,7.329625459342483,1
1994-05-31,0.021919999999999995,7.49029084941127,1
1994-06-30,-0.024220000000000002,7.308876005038529,1
1994-07-31,0.03560000000000001,7.569071990817902,1
1994-08-31,0.03506,7.834443654815978,1
1994-09-30,-0.02044,7.674307626511539,1
1994-10-31,0.029740000000000003,7.902541535323993,1
1994-11-30,-0.04596,7.539340726360503,1
1994-12-31,0.01646,7.663438274716396,1
1995-01-31,0.018299999999999997,7.8036791951437054,1
1995-02-28,0.04694,8.169983896563751,1
1995-03-31,0.028980000000000006,8.406750029886169,1
1995-04-30,0.033100000000000004,8.685013455875401,1
1995-05-31,0.03454,8.984993820641337,1
1995-06-30,0.029919999999999995,9.253824835754926,1
1995-07-31,0.047700000000000006,9.695232280420438,1
1995-08-31,0.015419999999999994,9.84473276218452,1
1995-09-30,0.03114,10.151297740398945,1
1995-10-31,-0.00642,10.086126408905585,1
1995-11-30,0.04052,10.494816250994438,1
1995-12-31,0.017880000000000004,10.682463565562218,1
1996-01-31,0.02082,10.904872456997223,1
1996-02-29,0.015299999999999998,11.071717005589282,1
1996-03-31,0.007100000000000004,11.150326196328967,1
1996-04-30,0.034940000000000006,11.5399185936287,1
1996-05-31,0.017400000000000002,11.74071317715784,1
1996-06-30,-0.005700000000000002,11.67379111204804,1
1996-07-31,-0.05484,11.033600407463325,1
1996-08-31,0.0274,11.335921058627822,1
1996-09-30,0.05612,11.972092948438014,1
1996-10-31,0.02136,12.22781685381665,1
1996-11-30,0.0752,13.147348681223662,1
1996-12-31,-0.0012399999999999976,13.131045968858944,1
1997-01-31,0.0528,13.824365196014694,1
1997-02-28,-0.01276000000000001,13.647966296113546,1
1997-03-31,-0.03731999999999999,13.138624193942588,1
1997-04-30,0.043199999999999995,13.706212759120907,1
1997-05-31,0.0763,14.751996792641833,1
1997-06-30,0.0347,15.263891081346504,1
1997-07-31,0.08658000000000002,16.585438771169486,1
1997-08-31,-0.0277,16.12602211720809,1
1997-09-30,0.06278,17.138413785726417,1
1997-10-31,-0.03240000000000001,16.58312917906888,1
1997-11-30,0.03202,17.114120975382665,1
1997-12-31,0.006359999999999994,17.2229667847861,1
1998-01-31,0.007600000000000003,17.353861332350473,1
1998-02-28,0.06988,18.56654916225512,1
1998-03-31,0.05446000000000001,19.577683429631534,1
1998-04-30,0.017920000000000005,19.92851551669053,1
1998-05-31,-0.038540000000000005,19.160470528677276,1
1998-06-30,0.025999999999999995,19.658642762422886,1
1998-07-31,-0.016260000000000004,19.33899323110589,1
1998-08-31,-0.1434578193044222,16.564663434628454,1
1998-09-30,0.08536000000000002,17.97862310540834,1
1998-10-31,0.06888,19.216990664908867,1
1998-11-30,0.0524,20.223960975750092,1
1998-12-31,0.0695,21.629526263564728,1
1999-01-31,0.04374000000000001,22.575601742333053,1
1999-02-28,-0.04036000000000001,21.664450456012492,1
1999-03-31,0.06132000000000001,22.99291455797518,1
1999-04-30,0.08166000000000001,24.870515960779436,1
1999-05-31,-0.020040000000000002,24.372110820925414,1
1999-06-30,0.04934,25.574630768829874,1
1999-07-31,-0.018019999999999994,25.11377592237556,1
1999-08-31,-0.012599999999999997,24.797342345753627,1
1999-09-30,-0.01296,24.47596878895266,1
1999-10-31,0.05739999999999999,25.88088939743854,1
1999-11-30,0.03202000000000001,26.70959547594452,1
1999-12-31,0.07378000000000001,28.680229430159706,1
2000-01-31,-0.042199999999999994,27.469923748206966,1
2000-02-29,-0.0033799999999999976,27.377075405938026,1
2000-03-31,0.10484000000000002,30.24728799149657,1
2000-04-30,-0.0461,28.852888015088578,1
2000-05-31,-0.018320000000000003,28.324303106652156,1
2000-06-30,-0.02734798301458062,27.5496905463916,2
2000-07-31,0.0008524853186969777,27.573176253117044,2
2000-08-31,0.07954000000000001,29.76634669228997,1
2000-09-30,-0.039920000000000004,28.578074132333757,1
2000-10-31,-0.0179,28.06652660536498,1
2000-11-30,0.032916354064370774,28.99037433246426,2
2000-12-31,0.03222313973188884,29.92453521545902,4
2001-01-31,-0.06057653573926437,28.11181053849889,4
2001-02-28,-0.0016997128112558083,28.06402853397901,4
2001-03-31,-0.0077059870632305094,27.847767493154034,3
2001-04-30,0.028510253370023178,28.641714400173353,3
2001-05-31,-0.006387765990102099,28.458757831029708,3
2001-06-30,-0.0008202817615670278,28.435413631024062,3
2001-07-31,-0.01971713496254512,27.874748742745364,3
2001-08-31,-0.023808339446928437,27.21109726268024,3
2001-09-30,0.026670764633755215,27.936838033199404,3
2001-10-31,-0.01873637105639576,27.41340306966695,3
2001-11-30,0.01282416566819315,27.76495709216131,3
2001-12-31,0.013438380139828413,28.138073140131798,3
2002-01-31,-0.004281944757118586,28.01758746537399,3
2002-02-28,0.013566538304559672,28.39768913892433,3
2002-03-31,0.015473380388659178,28.837097385129802,3
2002-04-30,-0.01319044136647808,28.45672334289183,3
2002-05-31,-0.013889744573169691,28.061466724269707,3
2002-06-30,0.02239466846573111,28.68989396822187,3
2002-07-31,0.003427956051373466,28.7882416638635,3
2002-08-31,-0.02027860757307021,28.2044562084433,3
2002-09-30,-0.029224025063011295,27.38020847331915,3
2002-10-31,0.045964295201354734,28.638720458261428,3
2002-11-30,-0.021543185807781737,28.021751182131982,3
2002-12-31,-0.03347722777110825,27.083660635262426,3
2003-01-31,-0.020947628301999165,26.51632217921746,3
2003-02-28,-0.01678,26.07137829305019,1
2003-03-31,0.011661707353197768,26.375415076998255,3
2003-04-30,-0.011403801493921478,26.074635079140382,3
2003-05-31,-0.024627348718757002,25.432485948332058,3
2003-06-30,0.0035820035714518293,25.52358520382988,3
2003-07-31,0.07580660320998395,27.458441499872833,3
2003-08-31,-0.0067831561315819236,27.27218660404929,3
2003-09-30,-0.026540000000000008,26.54838277157782,1
2003-10-31,0.06858,28.36907086205263,1
2003-11-30,0.01102,28.681698022952453,1
2003-12-31,0.06940000000000002,30.67220786574535,1
2004-01-31,0.017779999999999997,31.2175597215983,1
2004-02-29,0.01124,31.568445092869062,1
2004-03-31,-0.011600000000000001,31.20225112979178,1
2004-04-30,-0.015639999999999994,30.714247922121835,1
2004-05-31,0.011739999999999997,31.07483319272755,1
2004-06-30,0.03124000000000001,32.045610981668354,1
2004-07-31,-0.024759999999999997,31.252161653762244,1
2004-08-31,-0.0031800000000000023,31.15277977970328,1
2004-09-30,0.033260000000000005,32.18892123517622,1
2004-10-31,0.01678,32.729051333502476,1
2004-11-30,-0.0009648565450096466,32.69747249411139,2
2004-12-31,-0.008616076584270747,32.41574856699004,2
2005-01-31,-0.02334,31.65916499543649,1
2005-02-28,0.045620000000000015,33.103456102528305,1
2005-03-31,0.0715049449285119,35.470516908083006,2
2005-04-30,0.04054107240645338,36.90852970234793,2
2005-05-31,0.038360000000000005,38.32434090172999,1
2005-06-30,0.011960000000000002,38.78270001891468,1
2005-07-31,0.04680000000000001,40.597730379799884,1
2005-08-31,0.004720000000000004,40.78935166719254,1
2005-09-30,0.024989299696928726,41.80864900044744,2
2005-10-31,-0.008692143281026207,41.44524223294942,2
2005-11-30,0.026619279496326927,42.548484719741275,2
2005-12-31,-0.01879881026284846,41.74862382852315,2
2006-01-31,0.011033143532769714,42.209242387518856,2
2006-02-28,-0.01030648554157748,41.774213441130954,2
2006-03-31,0.027380000000000005,42.91799140514912,1
2006-04-30,0.02482000000000001,43.98321595182492,1
2006-05-31,0.014018262566610309,44.59978422156152,2
2006-06-30,0.03547269880607153,46.18185893406876,2
2006-07-31,0.024723724715590017,47.323646501208884,2
2006-08-31,-0.002771543073476554,47.192486976536806,2
2006-09-30,0.018099999999999998,48.046670990812125,1
2006-10-31,0.04208,50.06847490610549,1
2006-11-30,0.035640000000000005,51.85291535175909,1
2006-12-31,0.010499999999999995,52.39737096295256,1
2007-01-31,-0.000876840669522396,52.351426817116185,3
2007-02-28,-0.02001686671348076,51.30351528425743,3
2007-03-31,0.022917440664449888,52.479260551662094,3
2007-04-30,0.006349376247485957,52.81247112209444,3
2007-05-31,0.029859984604152432,54.389450696707435,3
2007-06-30,0.04648170245587555,56.917564960730296,3
2007-07-31,0.04046567680851455,59.22077274915884,3
2007-08-31,0.015931808512746296,60.1642667605753,3
2007-09-30,0.006945559154649256,60.582141234356975,3
2007-10-31,0.020377574442869303,61.81665832726851,2
2007-11-30,0.10952972781972731,68.58742008857932,2
2007-12-31,0.009201477212381577,69.21852567158042,4
2008-01-31,0.01054208905703559,69.94823353360692,4
2008-02-29,0.012936331637602296,70.85310708006212,4
2008-03-31,0.06967275555984852,75.78963829030705,4
2008-04-30,-0.009687047310537992,75.05546047854028,4
2008-05-31,-0.0023316988772549407,74.88045374561062,4
2008-06-30,0.004084253024963685,75.18628446533178,4
2008-07-31,0.0652173749336849,80.089736569178,4
2008-08-31,0.0371458773822274,83.06474010335157,4
2008-09-30,0.11032485252048181,92.22884530490599,4
2008-10-31,0.07925746957736138,99.53867020581474,4
2008-11-30,-0.05855289573985724,93.71039282716964,3
2008-12-31,-0.09147350508248993,85.13837473261141,3
2009-01-31,-0.02424953879177035,83.07380841186466,3
2009-02-28,0.018713181407133475,84.62838365885735,3
2009-03-31,-0.023147798446287133,82.66942289108705,3
2009-04-30,0.047330133962914904,86.58217775115907,3
2009-05-31,-0.0029866942015454377,86.3235832629125,3
2009-06-30,-0.01857478076729578,84.72014162875651,3
2009-07-31,-0.019796990308298172,83.04293780601436,3
2009-08-31,-0.0065871855258603125,82.49591856807366,3
2009-09-30,-0.037152991585845126,79.43094839964745,3
2009-10-31,-0.021233323107626545,77.74436540753253,3
2009-11-30,-0.009910342877157655,76.97389208957685,3
2009-12-31,0.048580982582154486,80.71335940046123,3
2010-01-31,-0.03921545848807959,77.548148005459,3
2010-02-28,0.035339204944048346,80.2886379008553,3
2010-03-31,0.06722,85.6856401405508,1
2010-04-30,0.030140000000000007,88.268205334387,1
2010-05-31,-0.08442000000000001,80.81660344005805,1
2010-06-30,-0.059960000000000006,75.97083989779216,1
2010-07-31,0.08299999999999999,82.2764196093089,1
2010-08-31,-0.05562,77.70020515063914,1
2010-09-30,0.09832,85.33968932104997,1
2010-10-31,0.043620000000000006,89.06220656923418,1
2010-11-30,0.010840000000000004,90.02764088844468,1
2010-12-31,0.07966000000000001,97.1992427616182,1
2011-01-31,0.0357,100.66925572820797,1
2011-02-28,0.04742000000000001,105.44299183483959,1
2011-03-31,0.006260000000000003,106.10306496372567,1
2011-04-30,0.0025618370841963187,106.37488373029663,2
2011-05-31,0.024153624129508486,108.94422268873838,2
2011-06-30,0.01981828835022548,111.10331070807499,2
2011-07-31,-0.005637901068289157,110.47692123394346,2
2011-08-31,0.0919188483333062,120.63183260117692,2
2011-09-30,0.037839167186517066,125.1964406829888,2
2011-10-31,-0.01885997048634205,122.83523950671255,2
2011-11-30,0.08283468929009774,133.01025840512582,2
2011-12-31,0.0026199999999999965,133.35874528214725,1
2012-01-31,0.0547,140.6534686490807,1
2012-02-29,0.057420000000000006,148.7297908189109,1
2012-03-31,0.021499999999999995,151.92748132151752,1
2012-04-30,-0.010700000000000001,150.3018572713773,1
2012-05-31,-0.0742,139.14945946184108,1
2012-06-30,0.04232,145.03826458626617,1
2012-07-31,0.012800000000000004,146.89475437297037,1
2012-08-31,0.03154,151.52781492589384,1
2012-09-30,0.03012,156.09183271146173,1
2012-10-31,-0.010909107379329121,154.38901014737613,3
2012-11-30,0.0027533347583046067,154.81409477531514,3
2012-12-31,-0.007906240352079841,153.59009733213182,3
2013-01-31,0.01051220086029187,155.20466728543894,3
2013-02-28,0.008332396892364946,156.49789417280869,3
2013-03-31,0.009515297800503418,157.98701824101462,3
2013-04-30,-0.02868013311839485,153.45592952688403,3
2013-05-31,-0.06297033381003476,143.79275841944698,3
2013-06-30,-0.01088,142.2282932078434,1
2013-07-31,0.054580000000000004,149.9911134511275,1
2013-08-31,-0.02274,146.58031553124886,1
2013-09-30,0.03932,152.34385353793758,1
2013-10-31,0.043660000000000004,158.99518618340394,1
2013-11-30,0.02784,163.42161216674992,1
2013-12-31,0.03536,169.2002003729662,1
2014-01-31,-0.07295437419423545,156.8563056412172,3
2014-02-28,-0.015004687743111629,154.50272575453266,3
2014-03-31,0.029377284626022633,159.0415963045199,3
2014-04-30,0.004020000000000005,159.68094352166406,1
2014-05-31,0.022840000000000003,163.32805627169887,1
2014-06-30,0.02774,167.8587765526758,1
2014-07-31,-0.01888,164.6896028513613,1
2014-08-31,0.03082,169.76533641124024,1
2014-09-30,-0.029140000000000006,164.8183745082167,1
2014-10-31,0.01132,166.6841185076497,1
2014-11-30,0.002259999999999996,167.060824615477,1
2014-12-31,-0.002140000000000002,166.70331445079987,1
2015-01-31,-0.04786,158.7248938211846,1
2015-02-28,0.07222,170.18800565295055,1
2015-03-31,0.011064284677481164,172.07101419618755,3
2015-04-30,-0.03559059395525521,165.94690459846208,3
2015-05-31,0.26525683693178337,209.96545561087055,3
2015-06-30,0.10455327613593553,231.91803187036143,3
2015-07-31,-0.005744791947577272,230.58571102837462,3
2015-08-31,0.03431027436521043,238.49717003845527,3
2015-09-30,0.020207703002034415,243.31665001741808,3
2015-10-31,0.0062290230300850085,244.8322750339797,3
2015-11-30,0.007624514392163531,246.69900223864244,3
2015-12-31,0.03942726342732389,256.4256687871633,3
2016-01-31,-0.04444149398866532,245.0297289692191,3
2016-02-29,-0.06655549056019615,228.7216551558408,3
2016-03-31,-0.07135166539465684,212.40198414864915,3
2016-04-30,-0.04746176906514218,202.32101022800796,3
2016-05-31,0.19333073285550373,241.43587940745462,3
2016-06-30,-0.11757272185255134,213.04960591265584,3
2016-07-31,-0.1958595953974291,171.32179629902134,3
2016-08-31,-0.5,85.66089814951067,3
2016-09-30,-0.12194339011041336,75.21511782925651,3
2016-10-31,0.02346216044776208,76.97982699186386,3
2016-11-30,0.43649334124603867,110.5810088840845,3
2016-12-31,0.016789635406111437,112.43762370608825,3
2017-01-31,-0.027734632665430095,109.31920751482603,3
2017-02-28,-0.032272547046526656,105.79119824721481,3
2017-03-31,0.047628669991432164,110.82989231652958,3
2017-04-30,0.005699999999999999,111.4616227027338,1
2017-05-31,-0.0007599999999999998,111.37691186947973,1
2017-06-30,0.06226453505840567,118.3117435032739,3
2017-07-31,-0.02447709629414004,115.41581556481667,3
2017-08-31,-0.034807125531217425,111.39852278416426,3
2017-09-30,0.04070000000000001,115.93244266147974,1
2017-10-31,0.01746,117.95662311034918,1
2017-11-30,0.03098,121.6109192943078,1
2017-12-31,0.025660000000000002,124.73145548339974,1
2018-01-31,0.051879999999999996,131.20252339387852,1
